reviewId,userName,content,score,at,de_emojized_text,clean_text,normalized_text,stemmed_text
95ccdc59-8366-40d4-9e71-ae86b47143bb,iim Rohimah,jaringan gw ijo TPI lag benerin np stres gw,1,2026-07-13 18:32:12,jaringan gw ijo TPI lag benerin np stres gw,jaringan gw ijo tpi lag benerin np stres gw,jaringan saya ijo tapi lambat perbaiki np stres saya,jaring saya ijo tapi lambat baik np stres saya
f7c3b202-d4ce-4138-9eaf-924cf37bb400,Korlap Gaccor,"Di Game Ini SebenarNya Tidak Ada Yg Namanya Pro Player,Yg Jelas Yg Lebih Pintar Itu Yg Atur JalanNya Permainan,Maka Dari Itu Misalkan Kamu Merasa Pro Player,Tetep Ajah,Akan Kalah,Karna Emang Sudah Di Bikin Sedemikian Rupa,Entah Itu Koneksi d Hilangkan,Pig MerAh,Drack Syesteam,😂Maka Jangan Terlalu BerHarap Dengan Adanya Rating/Peringkat",1,2026-07-13 18:30:39,"Di Game Ini SebenarNya Tidak Ada Yg Namanya Pro Player,Yg Jelas Yg Lebih Pintar Itu Yg Atur JalanNya Permainan,Maka Dari Itu Misalkan Kamu Merasa Pro Player,Tetep Ajah,Akan Kalah,Karna Emang Sudah Di Bikin Sedemikian Rupa,Entah Itu Koneksi d Hilangkan,Pig MerAh,Drack Syesteam, tertawa Maka Jangan Terlalu BerHarap Dengan Adanya Rating/Peringkat",di game ini sebenarnya tidak ada yg namanya pro playeryg jelas yg lebih pintar itu yg atur jalannya permainanmaka dari itu misalkan kamu merasa pro playertetep ajahakan kalahkarna emang sudah di bikin sedemikian rupaentah itu koneksi d hilangkanpig merahdrack syesteam tertawa maka jangan terlalu berharap dengan adanya ratingperingkat,di game ini sebenarnya tidak ada yang namanya ahli playeryg jelas yang lebih pintar itu yang atur jalannya permainanmaka dari itu misalkan kamu merasa ahli playertetep ajahakan kalahkarna emang sudah di buat sedemikian rupaentah itu koneksi d hilangkanpig merahdrack syesteam tertawa maka jangan terlalu berharap dengan adanya ratingperingkat,di game ini benar tidak ada yang nama ahli playeryg jelas yang lebih pintar itu yang atur jalan permainanmaka dari itu misal kamu rasa ahli playertetep ajahakan kalahkarna emang sudah di buat demikian rupaentah itu koneksi d hilangkanpig merahdrack syesteam tertawa maka jangan terlalu harap dengan ada ratingperingkat
0c5b6cde-73a3-48ff-95ec-4b63b2498154,vera. n14,"g ush bnykan gaya update Lo, urusin jaringannya toll",1,2026-07-13 18:29:49,"g ush bnykan gaya update Lo, urusin jaringannya toll",g ush bnykan gaya update lo urusin jaringannya toll,tidak ush bnykan gaya update kamu urusin jaringannya toll,tidak ush bnykan gaya update kamu urusin jaring toll
4832912a-608e-4e2f-bc56-7f63d82d3c0b,Adila Varisha,bagus dan keren,5,2026-07-13 18:29:42,bagus dan keren,bagus dan keren,bagus dan keren,bagus dan keren
26954309-06be-4cdd-a7e5-9685550b01ee,Sarwo Purworejo,Sangaat Menyenangkan sekaLi.......!!!,5,2026-07-13 18:29:33,Sangaat Menyenangkan sekaLi.......!!!,sangaat menyenangkan sekali,sangaat menyenangkan sekali,sangaat senang sekali
0c4fda36-37e2-41ff-b376-e29999a60e31,shakilla bunga (cylaa),"game anehh, burik, gajelass",1,2026-07-13 18:29:04,"game anehh, burik, gajelass",game anehh burik gajelass,game anehh buruk gajelass,game anehh buruk gajelass
cd3c1fe4-317d-44f4-bafe-3ce286027c22,Rosalin Gaming,game hanya bikin emosi dan kesal 😤😧😡😠 tidak disarankan di dowload,1,2026-07-13 18:28:19,game hanya bikin emosi dan kesal  marah 😧 marah  marah  tidak disarankan di dowload,game hanya bikin emosi dan kesal marah marah marah tidak disarankan di dowload,game hanya buat emosi dan kesal marah marah marah tidak disarankan di dowload,game hanya buat emosi dan kesal marah marah marah tidak saran di dowload
b7d8152d-9133-4d99-8ec8-c2b40bdda6ef,Fahri Pahlepi,lain kali dark sistem nya dikondisikan yaa😇,5,2026-07-13 18:25:32,lain kali dark sistem nya dikondisikan yaa tolong ,lain kali dark sistem nya dikondisikan yaa tolong,lain kali dark sistem nya dikondisikan ya tolong,lain kali dark sistem nya kondisi ya tolong
24fe76df-f195-4fb8-aa57-378e6db3ce23,Albian Mirza nadhifa,game ini seru banget!!!😁,5,2026-07-13 18:25:30,game ini seru banget!!! senang ,game ini seru banget senang,game ini seru sekali senang,game ini seru sekali senang
8bb3589d-854e-42fa-97d6-7420c5014685,Agpt Anggi,tidak bisa login,1,2026-07-13 18:24:57,tidak bisa login,tidak bisa login,tidak bisa login,tidak bisa login
fcb634f9-cdef-4bfb-86ff-5a6bbdbcd684,Odi Suwayuwo,kereeeeen kali aku pas pakai thamuz menang jir,5,2026-07-13 18:24:45,kereeeeen kali aku pas pakai thamuz menang jir,keren kali aku pas pakai thamuz menang jir,keren kali saya pas pakai thamuz menang jir,keren kali saya pas pakai thamuz menang jir
a155d63f-21e7-4fd0-ad38-92dc7fe2564f,Sayyid Junior,"GK di saran kan untuk main ML, moonton nya sering ngasih tim busuk",1,2026-07-13 18:23:38,"GK di saran kan untuk main ML, moonton nya sering ngasih tim busuk",gk di saran kan untuk main ml moonton nya sering ngasih tim busuk,tidak di saran kan untuk main mobile legends moonton nya sering beri tim busuk,tidak di saran kan untuk main mobile legends moonton nya sering beri tim busuk
a5b6567a-aa56-4b47-86cc-2359437c5e49,mediatek panas,"gamenya bagus, tapi pleyr nya gak bagus",5,2026-07-13 18:21:05,"gamenya bagus, tapi pleyr nya gak bagus",gamenya bagus tapi pleyr nya gak bagus,gamenya bagus tapi pleyr nya tidak bagus,gamenya bagus tapi pleyr nya tidak bagus
775bc5de-7ae2-4ea1-9085-dafee5c626fc,Dhax Triplezero,mantap,5,2026-07-13 18:20:38,mantap,mantap,mantap,mantap
362eccf0-6172-45fc-a4d9-2ed7c73d367b,Bayuafatar Bayuafatar,sayang monton jangan kasi aku kalah terus ya ton,5,2026-07-13 18:20:03,sayang monton jangan kasi aku kalah terus ya ton,sayang monton jangan kasi aku kalah terus ya ton,sayang moonton jangan beri saya kalah terus ya moonton,sayang moonton jangan beri saya kalah terus ya moonton
c8442893-76c1-4f18-b3d6-0511625cced6,nadra nadrafaheema,selalu diberi tim yg buruk,1,2026-07-13 18:19:42,selalu diberi tim yg buruk,selalu diberi tim yg buruk,selalu diberi tim yang buruk,selalu beri tim yang buruk
b9409def-190b-4395-8e8e-52f75508a1e5,Aditya Muhammad,game nya gak adil gua tim bot musuhnya jago semua????????????????????,5,2026-07-13 18:16:54,game nya gak adil gua tim bot musuhnya jago semua????????????????????,game nya gak adil gua tim bot musuhnya jago semua,game nya tidak adil saya tim bot musuhnya jago semua,game nya tidak adil saya tim bot musuh jago semua
6f640388-05a0-41db-a20b-4566b6709ddc,Arifin Ilham,"moonton kalo ngasih team yang bener Napa, karna gw baik gw kasih bintang 5",5,2026-07-13 18:16:34,"moonton kalo ngasih team yang bener Napa, karna gw baik gw kasih bintang 5",moonton kalo ngasih team yang bener napa karna gw baik gw kasih bintang,moonton kalau beri team yang benar kenapa karena saya baik saya kasih bintang,moonton kalau beri team yang benar kenapa karena saya baik saya kasih bintang
b9e895c0-d1b8-4a2f-85a5-5ec79f4dea13,Dewiwulandaru,🥺,3,2026-07-13 18:15:41, tolong ,tolong,tolong,tolong
3913ea8b-18a6-4b79-80de-f2865197f796,Jimbos Jimbos,bagus. bisa. TT Mabar,5,2026-07-13 18:15:24,bagus. bisa. TT Mabar,bagus bisa tt mabar,bagus bisa tt main bersama,bagus bisa tt main sama
0cda2966-87d7-4ec0-af36-dc641437b72f,Ugi Carlo,"udah jelek system match makeing nya, yg niat push rank malah ketemunya setim sama yg buat havefun aja..",3,2026-07-13 18:10:55,"udah jelek system match makeing nya, yg niat push rank malah ketemunya setim sama yg buat havefun aja..",udah jelek system match makeing nya yg niat push rank malah ketemunya setim sama yg buat havefun aja,sudah jelek system match makeing nya yang niat push rank malah ketemunya setim sama yang buat havefun saja,sudah jelek system match makeing nya yang niat push rank malah ketemu tim sama yang buat havefun saja
e3fde9ec-f62e-4304-928d-2b212c558d7e,risky Nasdy,bagus menghibur,5,2026-07-13 18:10:53,bagus menghibur,bagus menghibur,bagus menghibur,bagus hibur
1dfbdaae-801e-4a06-b3e2-e2e60541b5b9,Manawi Soji,"banyak bug,lag bikin kesel jaringan merah tiba tiba",1,2026-07-13 18:07:52,"banyak bug,lag bikin kesel jaringan merah tiba tiba",banyak buglag bikin kesel jaringan merah tiba tiba,banyak buglag buat kesel jaringan merah tiba tiba,banyak buglag buat kesel jaring merah tiba tiba
fe222053-59a5-462b-b41c-0c6eed7c51e1,Ahmad Umar,bagus banget,5,2026-07-13 18:07:26,bagus banget,bagus banget,bagus sekali,bagus sekali
39a908b6-6080-477d-ac56-6d35a50a2bb2,Angga Takahashi,matching tidak seimbang 2.1,1,2026-07-13 18:06:41,matching tidak seimbang 2.1,matching tidak seimbang,matching tidak seimbang,matching tidak imbang
699a108b-7977-42a3-8b9e-55a46384f614,Zyrooo Ramadhan,mobile legend terbaik game seru dan monton juga keren buat game,5,2026-07-13 18:06:41,mobile legend terbaik game seru dan monton juga keren buat game,mobile legend terbaik game seru dan monton juga keren buat game,mobile legend terbaik game seru dan moonton juga keren buat game,mobile legend baik game seru dan moonton juga keren buat game
ce20ebf1-58a9-4a27-9114-7a11fd6fda48,Habil 123,gua cuman bilang game paling ramah,4,2026-07-13 18:06:16,gua cuman bilang game paling ramah,gua cuman bilang game paling ramah,saya hanya bilang game paling ramah,saya hanya bilang game paling ramah
ab4a1bd7-13d4-438f-9904-8f76d5b698e0,Nanda Rozi,sangat bagus,5,2026-07-13 18:05:58,sangat bagus,sangat bagus,sangat bagus,sangat bagus
ca9514c9-d709-4112-8fde-8812215f8f33,Axel ivanovich,player nya masih bisa chet cok,2,2026-07-13 18:04:39,player nya masih bisa chet cok,player nya masih bisa chet cok,player nya masih bisa chet cok,player nya masih bisa chet cok
a32b0689-491b-4404-ab1c-e0243995b131,Maya Rosmalia,bug internet nya dong perbaiki kesel saya sampai mau banting hp padahal wifi sudah bagus entah kenapa ngelag terus,2,2026-07-13 18:03:18,bug internet nya dong perbaiki kesel saya sampai mau banting hp padahal wifi sudah bagus entah kenapa ngelag terus,bug internet nya dong perbaiki kesel saya sampai mau banting hp padahal wifi sudah bagus entah kenapa ngelag terus,eror internet nya dong perbaiki kesel saya sampai mau banting hp padahal wifi sudah bagus entah kenapa lag terus,eror internet nya dong baik kesel saya sampai mau banting hp padahal wifi sudah bagus entah kenapa lag terus
8cd69284-7c99-4d86-94c2-d583a49a0178,Irfan Hanif,mantap moonton makasih atas keluhan saya bilang tapi moonton bisakah anda buff lagi Argus karena saya merasa Argus di Erly kurang damage tolong moonton buff skill 2 Argus bisa menghasilkan true damage 20% di Erly kemungkinan Argus bakal kuat di laning,5,2026-07-13 18:02:46,mantap moonton makasih atas keluhan saya bilang tapi moonton bisakah anda buff lagi Argus karena saya merasa Argus di Erly kurang damage tolong moonton buff skill 2 Argus bisa menghasilkan true damage 20% di Erly kemungkinan Argus bakal kuat di laning,mantap moonton makasih atas keluhan saya bilang tapi moonton bisakah anda buff lagi argus karena saya merasa argus di erly kurang damage tolong moonton buff skill argus bisa menghasilkan true damage di erly kemungkinan argus bakal kuat di laning,mantap moonton makasih atas keluhan saya bilang tapi moonton bisakah anda kuat lagi argus karena saya merasa argus di erly kurang damage tolong moonton kuat skill argus bisa menghasilkan true damage di erly kemungkinan argus bakal kuat di laning,mantap moonton makasih atas keluh saya bilang tapi moonton bisa anda kuat lagi argus karena saya rasa argus di erly kurang damage tolong moonton kuat skill argus bisa hasil true damage di erly mungkin argus bakal kuat di laning
db62cb06-3a57-46c5-86c2-c48c99b3bef4,Ainun Syahl,"game kikir, udah ngasih ls mulu, spin busok, mending main hok",1,2026-07-13 18:02:32,"game kikir, udah ngasih ls mulu, spin busok, mending main hok",game kikir udah ngasih ls mulu spin busok mending main hok,game pelit sudah beri lose streak selalu spin busok mending main game lain,game pelit sudah beri lose streak selalu spin busok mending main game lain
4ee16217-03df-441b-806f-55f3322be013,OFFICIALTEEM JOGLOPRIDE,woe moonton tlol bisa ga si ngsih tim jan dark sistem mlu?,1,2026-07-13 17:59:14,woe moonton tlol bisa ga si ngsih tim jan dark sistem mlu?,woe moonton tlol bisa ga si ngsih tim jan dark sistem mlu,woe moonton bodoh bisa tidak si ngsih tim jangan dark sistem selalu,woe moonton bodoh bisa tidak si ngsih tim jangan dark sistem selalu
ba91c693-9d68-4cd5-a0c6-c99a2206dbd7,Wayan Rida,"bagus tapi kalau tim musuh jago tim kita juga harus jago mohon di perbaiki karna itu sangat meresahkan saya yg sudah di epic harus turun ke gran master,mohon bgt di perbaiki",3,2026-07-13 17:58:50,"bagus tapi kalau tim musuh jago tim kita juga harus jago mohon di perbaiki karna itu sangat meresahkan saya yg sudah di epic harus turun ke gran master,mohon bgt di perbaiki",bagus tapi kalau tim musuh jago tim kita juga harus jago mohon di perbaiki karna itu sangat meresahkan saya yg sudah di epic harus turun ke gran mastermohon bgt di perbaiki,bagus tapi kalau tim musuh jago tim kita juga harus jago mohon di perbaiki karena itu sangat meresahkan saya yang sudah di epic harus turun ke gran mastermohon sekali di perbaiki,bagus tapi kalau tim musuh jago tim kita juga harus jago mohon di baik karena itu sangat resah saya yang sudah di epic harus turun ke gran mastermohon sekali di baik
d536a487-976f-4854-bd20-acf1bc96e125,ahmad nurjain,"akun saya di hack, saya udah lapor ke cs tapi malah ga bisa, tolong min bantu buat balikin akunnya",1,2026-07-13 17:58:47,"akun saya di hack, saya udah lapor ke cs tapi malah ga bisa, tolong min bantu buat balikin akunnya",akun saya di hack saya udah lapor ke cs tapi malah ga bisa tolong min bantu buat balikin akunnya,akun saya di hack saya sudah lapor ke cs tapi malah tidak bisa tolong min bantu buat balikin akunnya,akun saya di hack saya sudah lapor ke cs tapi malah tidak bisa tolong min bantu buat balikin akun
0427b4c7-5557-4707-ba9f-53fd4ca1611b,Arif Tole,game gajelas sinyal bagus2 aja tb2 ngelag an*enggg,1,2026-07-13 17:58:31,game gajelas sinyal bagus2 aja tb2 ngelag an*enggg,game gajelas sinyal bagus aja tb ngelag aneng,game tidak jelas sinyal bagus saja tb lag aneng,game tidak jelas sinyal bagus saja tb lag aneng
02299a83-8dc0-41f8-9862-c049acf807e3,Kabuto,"kalo ngasih tim dipikir mas, masa 10x ngerank menang sekali kan stress. tim udah jago malah dikasih musuh yg lebih jago, klo mau nyari dosa jariah ngotak dong",1,2026-07-13 17:53:07,"kalo ngasih tim dipikir mas, masa 10x ngerank menang sekali kan stress. tim udah jago malah dikasih musuh yg lebih jago, klo mau nyari dosa jariah ngotak dong",kalo ngasih tim dipikir mas masa x ngerank menang sekali kan stress tim udah jago malah dikasih musuh yg lebih jago klo mau nyari dosa jariah ngotak dong,kalau beri tim dipikir mas masa x ngerank menang sekali kan stress tim sudah jago malah beri musuh yang lebih jago kalau mau cari dosa jariah ngotak dong,kalau beri tim pikir mas masa x ngerank menang sekali kan stress tim sudah jago malah beri musuh yang lebih jago kalau mau cari dosa jariah ngotak dong
5856fd63-37b2-42be-8560-42de44e5a198,Angga Ardiansyah,"saya lose streak ketika saya hampir mencapai tier baru, apakah itu dari sistem agar saya kesulitan?, puas ya kalian, tim jauh di bawah rata""",1,2026-07-13 17:53:04,"saya lose streak ketika saya hampir mencapai tier baru, apakah itu dari sistem agar saya kesulitan?, puas ya kalian, tim jauh di bawah rata""",saya lose streak ketika saya hampir mencapai tier baru apakah itu dari sistem agar saya kesulitan puas ya kalian tim jauh di bawah rata,saya kalah beruntun ketika saya hampir mencapai tier baru apakah itu dari sistem agar saya kesulitan puas ya kalian tim jauh di bawah rata,saya kalah untun ketika saya hampir capai tier baru apakah itu dari sistem agar saya sulit puas ya kalian tim jauh di bawah rata
8aec1b5e-8ac2-415c-8c37-25e17ed16347,Akun Super sus,bagus ramah,5,2026-07-13 17:52:40,bagus ramah,bagus ramah,bagus ramah,bagus ramah
86f9dee5-6895-4348-9a25-5263ea20e5fd,Agrifa Simanjuntak,game terbaik sepanjang masa yang pernah saya mainkan terima kasih karena telah menciptakan game ini Thanks to moonton and MLBB,5,2026-07-13 17:49:53,game terbaik sepanjang masa yang pernah saya mainkan terima kasih karena telah menciptakan game ini Thanks to moonton and MLBB,game terbaik sepanjang masa yang pernah saya mainkan terima kasih karena telah menciptakan game ini thanks to moonton and mlbb,game terbaik sepanjang masa yang pernah saya mainkan terima kasih karena telah menciptakan game ini thanks to moonton and mobile legends,game baik panjang masa yang pernah saya main terima kasih karena telah cipta game ini thanks to moonton and mobile legends
b11b0b56-1da1-48b8-9a4a-1b9ff783c9c0,Megan Tirta,"montoon tolong ml ku ngebug padahal pas pgi""masih aman aja pas mau login buat klim event ml ku ngebug pas download ulang masih ngebug tolong di perbaiki udah 3 hari ga login karna ngebug tolong ya dan pas login layar hitam semua dan ga mau kebuka loading screen nya nama : GANZZ/\_?!",5,2026-07-13 17:49:12,"montoon tolong ml ku ngebug padahal pas pgi""masih aman aja pas mau login buat klim event ml ku ngebug pas download ulang masih ngebug tolong di perbaiki udah 3 hari ga login karna ngebug tolong ya dan pas login layar hitam semua dan ga mau kebuka loading screen nya nama : GANZZ/\_?!",montoon tolong ml ku ngebug padahal pas pgimasih aman aja pas mau login buat klim event ml ku ngebug pas download ulang masih ngebug tolong di perbaiki udah hari ga login karna ngebug tolong ya dan pas login layar hitam semua dan ga mau kebuka loading screen nya nama ganzz,moonton tolong mobile legends saya bug padahal pas pgimasih aman saja pas mau login buat klim event mobile legends saya bug pas download ulang masih bug tolong di perbaiki sudah hari tidak login karena bug tolong ya dan pas login layar hitam semua dan tidak mau kebuka loading screen nya nama ganzz,moonton tolong mobile legends saya bug padahal pas pgimasih aman saja pas mau login buat klim event mobile legends saya bug pas download ulang masih bug tolong di baik sudah hari tidak login karena bug tolong ya dan pas login layar hitam semua dan tidak mau buka loading screen nya nama ganzz
fad60164-62a7-4250-9829-ff40ce1a3655,Nico Andrian,game nya bagus.. tetapi knapa kalau bermain solo pasti teman nya gak ada yg kompak.. dan selalu dapat yg lemah/gak pinter main..,4,2026-07-13 17:48:08,game nya bagus.. tetapi knapa kalau bermain solo pasti teman nya gak ada yg kompak.. dan selalu dapat yg lemah/gak pinter main..,game nya bagus tetapi knapa kalau bermain solo pasti teman nya gak ada yg kompak dan selalu dapat yg lemahgak pinter main,game nya bagus tetapi knapa kalau bermain sendiri pasti teman nya tidak ada yang kompak dan selalu dapat yang lemahgak pinter main,game nya bagus tetapi knapa kalau main sendiri pasti teman nya tidak ada yang kompak dan selalu dapat yang lemahgak pinter main
de9fda39-e2bf-436d-ba51-b2f74bc4aa05,Zery,game bagus,5,2026-07-13 17:43:44,game bagus,game bagus,game bagus,game bagus
eb10d200-058b-4518-ae96-85ba3ad7c444,Nur Haeni,Muntun kasi menang lah,5,2026-07-13 17:41:27,Muntun kasi menang lah,muntun kasi menang lah,moonton beri menang lah,moonton beri menang lah
